STATEFP,COUNTYFP,STATE,COUNTY,Longitude,Latitude,2033A1B45,2033A245,2033B145,2033B245,,2033A1B85,2033A285,2033B185,2033B285,,,2099A1B45,2099A245,2099B145,2099B245,,2099A1B85,2099A285,2099B185,2099B285
1,41,Alabama,Crenshaw,-86.31355203,31.73151285,5.427461941,5.422741165,5.326160634,5.18594667,,5.355116231,5.378765339,5.218917513,5.073122895,,,5.487232138,6.078451394,5.276942281,5.014458186,,5.587117805,6.124643815,5.379143772,5.173640233
1,43,Alabama,Cullman,-86.8675892,34.13194568,-0.31021897,-0.054639093,-0.35132164,-0.233024399,,-0.126989896,0.16653325,-0.138562444,-0.056408734,,,0.222405086,1.877370391,-0.643917186,-0.496313394,,-1.104350029,0.038941611,-1.267440231,-1.186878325
1,45,Alabama,Dale,-85.61103942,31.43177637,6.1433087,6.231601013,6.315792715,6.282972224,,6.207912454,6.300884113,6.383379484,6.381590787,,,6.812981089,7.152684358,6.404782879,6.342016869,,6.836068403,7.250747785,6.602355083,6.666031523
1,47,Alabama,Dallas,-87.10645795,32.32596885,1.642693545,1.655198787,1.543854231,1.662511301,,1.593166063,1.597387902,1.539904351,1.652211349,,,1.181089323,1.445142564,1.165912933,1.54339201,,1.485816796,1.680883673,1.449569786,1.667631435
1,49,Alabama,DeKalb,-85.80411479,34.45979893,7.719946852,7.940854102,7.719644759,7.75672873,,7.746526298,7.898303288,7.769905789,7.795772797,,,7.601555614,8.901943596,7.806679843,7.645427605,,7.009311916,7.73289889,7.386767117,7.274320314
1,51,Alabama,Elmore,-86.14915613,32.59664928,5.911659838,5.933165397,5.985012468,5.967520689,,6.010113888,6.04075126,6.108152271,6.101818593,,,5.596422798,5.893772056,5.801751574,5.825182649,,5.280464536,5.390432596,5.506099397,5.462881958
1,53,Alabama,Escambia,-87.16154884,31.12615088,2.971553994,3.159512368,2.896821257,2.833297188,,3.119239441,3.300301423,3.014027969,2.979326703,,,3.381844221,4.408467766,3.385741855,3.116363166,,3.291588243,4.387270525,3.226660547,3.068243878
1,55,Alabama,Etowah,-86.03476361,34.04525536,-4.287689461,-4.485705573,-4.516261396,-4.647557694,,-4.433630986,-4.623829219,-4.526030899,-4.620948148,,,-2.954678865,-2.79462548,-4.579943101,-4.748733249,,-4.666414346,-4.399822321,-5.555938311,-5.524320854
1,57,Alabama,Fayette,-87.7388259,33.72122384,7.38783405,7.370688062,7.528010233,7.464207607,,7.710234337,7.678976469,7.827167162,7.820177361,,,7.175444104,7.46947811,7.340585295,7.214219063,,6.984679817,7.122874726,6.976437521,6.818726712
1,59,Alabama,Franklin,-87.84373732,34.44169082,-1.586861382,-1.534397817,-1.504047595,-1.561595924,,-1.320758445,-1.320707401,-1.207396578,-1.253767726,,,-1.549852934,-1.266853975,-1.465135586,-1.556507624,,-2.411308421,-2.416794326,-2.281118433,-2.333426183
1,61,Alabama,Geneva,-85.83908288,31.09505088,6.194219297,6.752773432,5.367376345,5.597136818,,6.093199467,6.732771165,5.348677853,5.560115927,,,7.008618563,7.598033926,5.512264662,5.395497168,,7.077330547,7.662436891,5.614734901,5.531125626
1,63,Alabama,Greene,-87.95221651,32.8531426,-4.98606977,-5.021821633,-5.282535981,-5.205509321,,-4.926079627,-4.966312815,-5.221456486,-5.126552841,,,-4.420945435,-3.758229881,-5.383069426,-5.352226315,,-4.474244094,-3.932808545,-5.495739072,-5.503263197
1,65,Alabama,Hale,-87.62913844,32.76267579,-4.232116992,-4.064091327,-4.261761476,-4.239167332,,-4.136764103,-3.993469985,-4.154388754,-4.100504729,,,-3.808873342,-2.714966168,-4.337318036,-4.429437707,,-3.87361595,-2.75175743,-4.361356077,-4.495176017
1,67,Alabama,Henry,-85.24142276,31.51470774,4.450925606,4.522197821,4.077095372,4.153019284,,4.415332766,4.483325024,4.031741726,4.074392844,,,4.721038825,5.043750214,4.190261862,4.125418326,,4.600145713,4.976708835,4.128661132,4.017042989
1,69,Alabama,Houston,-85.30247045,31.15319979,5.165589033,5.173630673,4.494402877,4.670211576,,4.73593788,4.780251131,4.01773979,4.160530241,,,6.137629388,6.524021396,5.09943838,4.822451867,,6.396366768,6.706963639,5.40820646,5.337506982
1,71,Alabama,Jackson,-85.9993501,34.77945522,-5.103119482,-5.213407039,-4.914630341,-4.933692953,,-4.951490067,-5.131674025,-4.717793805,-4.725378924,,,-5.332476496,-4.190195981,-4.893704037,-4.920610842,,-6.569765516,-5.754368374,-6.136508776,-6.21073247
1,73,Alabama,Jefferson,-86.89640033,33.55432512,4.091554127,3.755778078,3.454266936,3.414490018,,3.949087554,3.690161181,3.400567865,3.362705231,,,3.331855871,3.48040467,3.098575767,2.611304455,,2.674614763,2.826447413,2.58024133,2.117488176
1,75,Alabama,Lamar,-88.0969513,33.77912997,2.894666398,2.857200272,2.607824744,2.70183619,,3.125786032,3.09141184,2.813790742,2.910278785,,,2.575357776,2.722239824,2.399526606,2.29157165,,2.297505042,2.480930826,2.163647072,2.111189155
1,77,Alabama,Lauderdale,-87.65400626,34.90140474,0.496086701,0.531195676,0.321748986,0.409130577,,0.790420887,0.840565869,0.566546076,0.660833885,,,0.580831658,1.392950146,0.308785703,0.365871519,,-0.933910263,-0.483296918,-0.911242237,-0.913322613
1,79,Alabama,Lawrence,-87.31099206,34.52168007,3.327440692,3.448807323,3.201855607,3.264062009,,3.458415571,3.609507759,3.315335455,3.378416196,,,3.823340669,5.144353515,3.266202456,3.099600744,,2.359967258,3.45412504,2.121788659,2.030189293
1,81,Alabama,Lee,-85.35550471,32.60113271,2.265838202,2.141727205,2.288207023,2.238503841,,2.28937577,2.217457068,2.301011153,2.246587586,,,3.159358089,3.551741318,2.551553012,1.804304527,,2.419329928,2.61755324,1.72709502,1.314378784
1,83,Alabama,Limestone,-86.98140705,34.81009731,-5.2205233,-4.986406832,-5.339970688,-5.273969921,,-5.066045001,-4.860560023,-5.143821303,-5.134629127,,,-6.155661,-5.400728052,-6.790059472,-6.29644542,,-8.042409177,-7.49634913,-8.514327142,-7.964216375
1,85,Alabama,Lowndes,-86.65009664,32.15474763,5.487959443,5.516071139,5.329316755,5.364905793,,5.39489462,5.39812051,5.228038671,5.263383101,,,5.494584401,6.042200594,5.164023568,4.885132699,,5.629703512,6.316364645,5.444355372,5.263158025
1,87,Alabama,Macon,-85.69265892,32.38593906,6.556993897,6.575216037,6.393597339,6.424530754,,6.45083429,6.463892133,6.319281041,6.342680356,,,5.883421709,6.509825922,6.168021542,6.098312972,,6.368733134,6.741764879,6.550988642,6.437462382
1,89,Alabama,Madison,-86.55022662,34.76309418,2.928475858,2.97086432,2.639379416,2.580139216,,2.963614523,3.036479723,2.703489613,2.670319114,,,3.017248979,3.645552009,2.722236062,2.637302141,,1.335216764,1.795120665,1.013258495,0.47505488
1,91,Alabama,Marengo,-87.78953822,32.24766529,2.095599747,2.293939305,2.032333176,2.074306669,,2.055463826,2.21710554,1.97350213,2.039968767,,,2.220177213,3.771300993,1.987369982,1.923725079,,2.428452499,3.939183381,2.251625161,2.130899794
1,93,Alabama,Marion,-87.88714285,34.13655781,1.530710914,1.469698234,1.544096187,1.570406283,,1.932761753,1.856087405,1.935616146,1.983882388,,,1.595553816,2.025200609,1.625689757,1.551005372,,1.20659575,1.33794392,1.211379236,1.141616573
1,95,Alabama,Marshall,-86.30663362,34.36696439,-7.050408692,-6.810268132,-7.285421953,-7.121379156,,-6.804589611,-6.57452303,-7.033011112,-6.848934526,,,-6.464058401,-5.284294639,-7.009874433,-7.256954151,,-7.806867244,-6.870464782,-8.074645832,-8.109066005
1,97,Alabama,Mobile,-88.20583372,30.78768874,2.044406262,1.922371916,1.83451294,1.754521567,,2.087751204,1.975162976,1.925527296,1.859377668,,,3.137401341,3.588480763,3.017537258,2.865199285,,3.050585314,3.429240947,2.892731561,2.646873477
1,99,Alabama,Monroe,-87.36543667,31.57087536,6.494021689,6.618168296,6.339281055,6.369605126,,6.42022735,6.510636996,6.212846142,6.282647049,,,6.503166324,7.780214314,6.542536241,6.297283577,,6.732738847,8.084398789,6.67827712,6.503616444
1,101,Alabama,Montgomery,-86.20761854,32.22026455,-1.000631991,-1.041317786,-0.996594618,-1.166013309,,-0.995250261,-1.017263468,-0.959823169,-1.122735318,,,-0.484377562,-0.115408535,-0.905500021,-1.10023506,,-0.709056045,-0.481116082,-1.133789843,-1.429473694
1,103,Alabama,Morgan,-86.85293396,34.45346662,-17.66838704,-17.73550349,-17.86818438,-17.73833862,,-17.45808895,-17.49393237,-17.68702877,-17.55775835,,,-16.26428797,-15.46979373,-16.96862912,-17.73364008,,-18.1619651,-17.50548376,-18.45536877,-18.89985778
1,105,Alabama,Perry,-87.29440315,32.63846097,-8.465903996,-8.341380803,-8.596436224,-8.652413695,,-8.376075888,-8.299056234,-8.539392091,-8.573974369,,,-8.372293167,-7.198300688,-8.682288022,-8.555531543,,-8.270463664,-7.083164185,-8.590911345,-8.615177631
1,107,Alabama,Pickens,-88.08874689,33.28079711,5.089115357,4.948877702,5.015189327,5.014408626,,5.190200998,5.046188461,5.133637662,5.11440026,,,4.855839635,5.60047158,4.788506156,4.557164508,,4.491268438,5.034547495,4.494177778,4.34888554
1,109,Alabama,Pike,-85.94092589,31.80272087,6.629460307,6.695601676,6.600074965,6.490414075,,6.492216857,6.543626926,6.461520729,6.330339428,,,6.245734891,6.817071559,6.649554957,6.443652684,,6.622269429,7.048456875,6.788775455,6.607463495
1,111,Alabama,Randolph,-85.45909851,33.29378692,4.709481112,4.717853697,4.726011128,4.725413928,,4.839990299,4.824837119,4.825828173,4.829420447,,,4.170530206,4.175881526,4.331518951,3.729407758,,3.344716747,3.301520992,3.441601133,3.200608741
1,113,Alabama,Russell,-85.18492335,32.28839725,1.554663036,1.534722357,1.520843013,1.550648458,,1.653897084,1.587573075,1.571430376,1.613691375,,,1.771776134,1.637850274,1.427962373,1.158315452,,1.233564509,1.062586958,1.049804772,0.981067446
1,115,Alabama,St. Clair,-86.31461209,33.7157191,2.795705933,2.786869833,2.786889798,2.79142636,,2.790795618,2.787491272,2.770743785,2.776448782,,,2.374213789,2.276593348,2.407942317,2.387958968,,1.728829784,1.693945846,1.706279105,1.656373868
1,117,Alabama,Shelby,-86.66065501,33.26426786,-0.834555206,-0.799210688,-0.742155169,-0.724705181,,-0.800211598,-0.760657902,-0.697149973,-0.673477514,,,-1.515003322,-0.971894936,-1.317424972,-1.23437114,,-1.873178387,-1.684328455,-1.725688531,-1.688239697
1,119,Alabama,Sumter,-88.19884604,32.59105735,4.761391575,4.985039612,4.651569092,4.661046999,,4.882231055,5.078332446,4.757204509,4.778039097,,,5.271387723,6.900207388,4.604634275,4.403305393,,5.313350625,6.723090881,4.649683556,4.534244821
1,121,Alabama,Talladega,-86.16587935,33.38008676,-1.170288466,-1.138716515,-1.080288587,-1.089127966,,-1.089104868,-1.043729546,-0.964082427,-0.96659292,,,-1.657787417,-0.333511325,-1.676695708,-1.510777209,,-2.259359362,-1.490042294,-2.071205555,-1.970138776
1,123,Alabama,Tallapoosa,-85.79751509,32.8623587,2.847843223,2.876761637,2.66800942,2.720420971,,2.636848101,2.666615523,2.480215124,2.517213153,,,2.262203605,2.356735901,2.101276738,1.762920666,,1.628620216,1.55621797,1.623212111,1.507407238
1,125,Alabama,Tuscaloosa,-87.52511804,33.28956993,3.872820877,3.73967395,3.591377556,3.645900274,,3.824519656,3.693567744,3.483825341,3.543733836,,,3.954324577,4.390899989,3.460498441,3.058421356,,3.119955168,3.426534995,2.80409091,2.721407263
1,127,Alabama,Walker,-87.29732141,33.80332704,5.25087223,5.237418813,5.438010383,5.463500658,,5.480301575,5.445982961,5.662044459,5.717913961,,,5.449214427,6.689943559,4.995488871,5.204814079,,4.536869709,5.309070841,4.401633287,4.56152276
1,129,Alabama,Washington,-88.20785712,31.40762962,5.702784229,5.943782137,5.556181482,5.641175139,,5.600122049,5.843307101,5.429176798,5.505819837,,,5.815683931,6.451515543,5.730125409,5.786088973,,5.826183552,6.651814735,5.829036593,5.862590124
1,131,Alabama,Wilcox,-87.3081961,31.98930457,5.503514221,5.51051954,5.436911389,5.428402186,,5.241754338,5.264202604,5.175211414,5.155859901,,,5.21138913,5.424061649,5.114744649,5.03263988,,5.365769363,5.566772217,5.253547805,5.288625163
1,133,Alabama,Winston,-87.37368062,34.14920409,7.092763019,7.208198132,6.937106607,6.979873844,,7.334610044,7.469184558,7.112152965,7.178390164,,,7.144008472,7.775928646,6.785635208,6.647131203,,6.479482726,6.702793103,6.239882781,6.167286429
4,1,Arizona,Apache,-109.4888231,35.39552283,-3.040737341,-3.052715502,-3.007286207,-3.046968595,,-2.874244828,-2.887252275,-2.835351507,-2.880393745,,,-3.52436204,-3.5285733,-3.672671846,-3.603260182,,-4.267293706,-4.27173861,-4.351509218,-4.311149026
4,3,Arizona,Cochise,-109.7511742,31.87957002,1.342842914,1.271063901,1.269797824,1.243112866,,1.445384292,1.382425488,1.381617023,1.354623204,,,1.24148176,1.243040582,1.182405767,0.698380324,,1.925968496,1.927323502,1.909993623,1.590050039
4,5,Arizona,Coconino,-111.7705175,35.83872689,-0.98273614,-1.003767334,-1.008602964,-0.992529175,,-0.87180448,-0.89870219,-0.90073828,-0.8815773,,,-1.139704573,-1.128800256,-1.314158739,-1.365228897,,-1.606876191,-1.598333013,-1.775418607,-1.781500462
4,7,Arizona,Gila,-110.8116017,33.79970812,2.535905917,2.528903871,2.49999217,2.468437944,,2.531425284,2.525510781,2.491843247,2.468058236,,,2.153574111,2.112717223,2.152200861,2.186542504,,1.852108087,1.840864624,1.837085637,1.856620598
4,9,Arizona,Graham,-109.8874789,32.93259779,2.098534255,2.097921543,1.992165782,1.986260647,,2.213926586,2.212215041,2.107161861,2.101605717,,,1.732686689,1.729663442,1.540097707,1.133620962,,1.569571066,1.558822687,1.453982597,1.217077321
4,11,Arizona,Greenlee,-109.2402379,33.2152371,6.294487408,6.295641024,6.286468126,6.285585222,,6.466243312,6.468219406,6.457272956,6.449051852,,,5.48173249,5.463293099,5.460305188,5.452377159,,5.184817315,5.175709714,5.155492523,5.150010182
4,12,Arizona,La Paz,-113.9814912,33.72940053,0.460112209,0.456222523,0.389637914,0.341802392,,0.164082593,0.159779278,0.093916281,0.051227338,,,0.034675543,0.082145818,0.056778887,-0.171913181,,-0.426708882,-0.398507108,-0.436209883,-0.525850081
4,13,Arizona,Maricopa,-112.4914553,33.34901316,-4.987546437,-6.030255335,-5.737209621,-6.259370822,,-5.146707506,-6.163949973,-5.882354436,-6.365050588,,,-5.092493361,-5.051884667,-4.822511748,-6.404455889,,-6.385385504,-6.324916525,-6.230702268,-7.445530241
4,15,Arizona,Mohave,-113.7578938,35.70407926,3.561547606,3.230258602,3.272811836,3.188251079,,3.506373272,3.164222918,3.207883004,3.122941955,,,3.237879169,3.215697862,3.050816764,2.743813717,,3.290121622,3.283905405,3.216385166,2.963381385
4,17,Arizona,Navajo,-110.3214063,35.3996438,-7.782865874,-7.817011982,-7.760866334,-7.792640181,,-7.665474472,-7.700505801,-7.634052586,-7.678339484,,,-8.061149159,-8.074092167,-8.104242424,-8.049078775,,-8.549604956,-8.545744803,-8.572991772,-8.528510187
4,19,Arizona,Pima,-111.7899167,32.09744139,-1.199214835,-1.293036031,-1.105628387,-1.372940381,,-1.066851042,-1.204702424,-0.986947527,-1.286276919,,,-0.992259638,-1.03711031,-1.629579222,-1.810659526,,-1.625661367,-1.685323665,-2.11092027,-2.345628908
4,21,Arizona,Pinal,-111.3447648,32.90440433,4.323088627,4.275756284,4.29408701,4.302652691,,4.530825,4.472247885,4.506862876,4.498778717,,,6.125994147,5.589966027,5.653217876,3.94187976,,5.100988786,4.742008265,4.742949509,3.524357716
4,23,Arizona,Santa Cruz,-110.8465416,31.52595371,3.149300811,3.09983426,3.140143004,2.923840688,,3.427912547,3.374458689,3.411535102,3.202238133,,,2.787832145,2.728777046,2.928640301,2.753151125,,2.913715428,2.856011265,2.97754412,2.897757024
4,25,Arizona,Yavapai,-112.5537371,34.59982356,-7.152279131,-7.178702644,-7.207607205,-7.375547502,,-7.181042327,-7.222286785,-7.242730044,-7.437685107,,,-7.432495691,-7.437699227,-7.564240812,-7.783630628,,-7.336056065,-7.334317133,-7.457420487,-7.625993057
4,27,Arizona,Yuma,-113.9056311,32.7694767,3.85932847,3.78031219,3.708326241,3.697141837,,3.666411417,3.585794032,3.515093674,3.509460904,,,3.412562463,3.447201503,3.344366801,3.135884932,,3.116685161,3.159815895,3.088752247,2.941589152
5,1,Arkansas,Arkansas,-91.37418735,34.28918042,-1.988120785,-2.015097047,-1.77895638,-1.751607142,,-1.753341589,-1.77557243,-1.565117976,-1.536906763,,,-2.701148716,-2.429168539,-2.03369344,-1.909368185,,-3.072401046,-2.865219052,-2.493640825,-2.415863145
5,3,Arkansas,Ashley,-91.76845842,33.19121181,4.863644667,4.910760828,4.935185723,4.960316603,,4.695714269,4.748687284,4.771916202,4.801218903,,,4.731703534,5.225357744,4.487939915,4.318758279,,4.722349365,5.138791227,4.386101918,4.248246405
5,5,Arkansas,Baxter,-92.33694031,36.28719243,-0.29570893,-0.299726988,-0.439439702,-0.345688537,,-0.158261884,-0.165391319,-0.338621716,-0.226991273,,,-0.166296591,0.655883838,0.028949785,-0.172811168,,-0.60690957,-0.133409179,-0.456484201,-0.60408323
5,7,Arkansas,Benton,-94.2561387,36.33871773,-1.901160443,-1.76555365,-2.193284872,-1.66901833,,-1.648000111,-1.533823284,-1.928509718,-1.472595288,,,0.600480946,0.848637773,-1.481884697,-1.900839986,,-1.8436206,-1.751268982,-2.917675604,-3.038636153
5,9,Arkansas,Boone,-93.09153793,36.30861358,1.957829964,2.183717323,1.706810357,1.823189883,,1.92524303,2.130066831,1.654464653,1.78952802,,,3.072531902,3.411942135,2.070110457,1.806772398,,2.408881469,2.310857933,1.691849608,1.577647361
5,11,Arkansas,Bradley,-92.16237516,33.46643507,5.286933844,5.296722497,5.233427911,5.237086993,,5.232561219,5.246502173,5.170799902,5.189320877,,,5.169784316,5.238507295,5.085636982,4.965441906,,5.201956944,5.256352782,5.104352342,5.010630832
5,13,Arkansas,Calhoun,-92.5030187,33.55806301,3.603957586,3.681228806,3.547028054,3.494561319,,3.450795733,3.504670138,3.406732404,3.347083601,,,3.355424968,3.402808052,3.358875608,3.273745147,,3.386903892,3.430237995,3.378309649,3.335124263
5,15,Arkansas,Carroll,-93.53819647,36.34103978,4.152278141,4.170699387,3.85856501,4.035866278,,4.31754033,4.344050399,3.947384278,4.184955989,,,5.593925863,6.32700183,4.868710591,4.364556834,,4.791879274,5.141050658,4.210839457,3.842529556
5,17,Arkansas,Chicot,-91.29373575,33.26696008,8.262755374,8.214196296,8.365570602,8.315321491,,8.007636017,7.999444357,8.118129691,8.072148694,,,7.20633179,7.394816546,7.87935221,7.923972526,,7.157757372,7.307307201,7.71105718,7.774497229
5,19,Arkansas,Clark,-93.17635737,34.05095287,0.918067974,0.878678114,1.053818918,0.92324883,,0.941385959,0.887708073,1.077618309,0.929166677,,,0.821899683,0.93399449,0.808783443,0.526128609,,0.13226887,0.162756918,0.161953287,-0.073654573
5,21,Arkansas,Clay,-90.41734711,36.36829044,5.448074146,5.72709724,5.380212534,5.522007441,,5.021345752,5.275306198,4.92762831,5.034557236,,,4.983194807,4.708755749,4.608430189,4.168487647,,2.878137622,2.682360758,2.873941055,2.549636021
5,23,Arkansas,Cleburne,-92.02670956,35.53817802,-1.684438264,-1.646798494,-1.5190867,-1.655763942,,-1.604297453,-1.534486263,-1.480690285,-1.590624074,,,-1.269385646,-0.126563688,-1.524696087,-1.495700137,,-2.069908911,-1.342330678,-2.181521689,-2.208533968
5,25,Arkansas,Cleveland,-92.18515107,33.89837683,6.686639803,6.737028317,6.656744496,6.684179809,,6.854534949,6.912708845,6.803643653,6.837431214,,,6.66871822,6.727565727,6.614192485,6.409875809,,6.622364146,6.70090563,6.538664999,6.357632767
5,27,Arkansas,Columbia,-93.22730165,33.21431068,2.82126251,2.817717507,2.72560518,2.80208868,,2.529436266,2.525250663,2.408477873,2.498718116,,,2.562103713,2.182230173,2.627529931,2.466978072,,2.466128004,2.225274706,2.554818108,2.516464059
5,29,Arkansas,Conway,-92.70143979,35.26238257,2.098875006,2.24120589,2.152516745,2.12428034,,2.16881032,2.308753987,2.223334617,2.193366374,,,2.857125438,3.756243585,2.210392405,2.107718239,,1.552253831,2.066819386,1.361972407,1.369289882
5,31,Arkansas,Craighead,-90.63282669,35.83079896,-0.493919334,-0.896840201,-1.322597735,-1.072917633,,-0.521931186,-0.914477823,-1.33688355,-1.03743676,,,-0.287672193,-0.612971848,-0.562739025,-1.672144204,,-1.54146173,-1.846961889,-1.963564359,-2.776262377
5,33,Arkansas,Crawford,-94.24284837,35.58805931,-2.714810819,-3.331471146,-3.144387975,-3.330946683,,-2.636474323,-3.236312293,-3.049075737,-3.206499985,,,-2.348419253,-1.66168528,-2.417038382,-2.909312183,,-3.616579079,-3.374629561,-3.631935625,-3.680003666
5,35,Arkansas,Crittenden,-90.30783914,35.2056773,-3.441491111,-3.490252643,-3.991988543,-3.729353711,,-3.121793615,-3.179908903,-3.716038771,-3.398236189,,,-2.310759163,-2.859564039,-3.210816904,-3.467232116,,-4.04043626,-4.542673001,-4.751251469,-4.808093907
5,37,Arkansas,Cross,-90.77113535,35.29570105,7.209322768,7.16377672,6.709606966,7.009216459,,7.112207192,7.097472272,6.657121633,6.947028188,,,5.87706088,5.710260333,6.452930988,6.315859857,,4.60706942,4.448953529,5.049264966,5.031578367
5,39,Arkansas,Dallas,-92.65440482,33.9698728,6.99527508,6.99982351,6.93430068,6.91657809,,7.03367013,7.038464665,6.966714563,6.962074133,,,6.972371336,6.880515084,6.909465034,6.776434657,,6.872971205,6.855887282,6.809663141,6.729699308
5,41,Arkansas,Desha,-91.25507772,33.83091747,-4.853176709,-4.820832829,-4.748258343,-4.738030597,,-4.811094384,-4.772761201,-4.71682953,-4.727222455,,,-5.766040631,-5.277364224,-5.137522716,-5.055728078,,-5.980852152,-5.593643137,-5.570254779,-5.57439263
5,43,Arkansas,Drew,-91.7199659,33.58944369,6.822593226,6.95933727,6.807218382,6.840991331,,6.678408838,6.801702638,6.720869452,6.746176929,,,6.70688586,7.273660139,6.65919668,6.675401252,,6.743196935,7.295450213,6.679747058,6.52875225
